Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2020;600.368
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2019;1.535.150
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2018;329.844
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2017;711.902
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2016;152.290
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2015;327.966
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2014;250.393
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2013;139.526
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2012;453.407
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2011;1.141.288
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2010;1.965.478
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2009;1.054.073
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C29-30. Fabricación de material de transporte;2008;509.788
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;991
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;15.653
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;8.004
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;164.857
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;238.261
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;1.929
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;98.991
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;174.167
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;242.322
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;46.858
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;42.777
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2010;124.735
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2009;1.059.180
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2008;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2021;1.415
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2020;1.663.668
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2019;4.527.463
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2018;3.975.113
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2017;4.265.631
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2016;2.897.714
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2015;4.072.433
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2014;1.600.197
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2013;5.366.065
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2012;4.201.773
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2011;973.833
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2010;1.960.274
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2009;1.363.718
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2008;6.068.618
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2021;9.525.194
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2020;10.381.863
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2019;13.555.100
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2018;14.657.455
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2017;12.999.669
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2016;9.569.157
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2015;13.591.539
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2014;10.583.892
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2013;12.296.224
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2012;16.625.953
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2011;38.208.769
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2010;19.130.421
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2009;14.668.659
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Protección y descontaminación de suelos aguas subterráneas y superficiales;Total actividades;2008;18.900.326
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2021;73.645
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2020;17.500
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2019;7.500
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2018;20.994
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2017;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2016;24.979
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2015;35.049
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2014;29.423
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2013;17.805
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2012;100.417
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2011;90
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2010;164.230
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2009;170.278
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;B. Industrias extractivas;2008;463.731
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2021;5.494.414
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2020;5.589.717
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2019;3.766.933
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2018;4.321.575
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2017;6.016.297
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2016;4.312.431
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2015;4.144.600
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2014;3.456.637
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2013;5.172.625
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2012;4.441.333
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2011;5.766.849
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2010;8.026.375
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2009;8.829.920
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C. Industria manufacturera;2008;14.215.129
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2021;694.807
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2020;925.558
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2019;338.841
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2018;1.302.591
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2017;1.286.995
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2016;722.308
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2015;625.218
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2014;183.358
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2013;2.835.655
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2012;822.699
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2011;738.853
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2010;885.380
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2009;1.118.584
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2008;1.212.149
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2021;17.778
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2020;17.113
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2019;73.999
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2018;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2017;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2016;6.369
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2015;202.002
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2014;54.560
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2013;2.231
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2012;6.299
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2011;69.945
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2010;58.000
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2009;252.156
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C13-14-15. Industria textil de la confección del cuero y del calzado;2008;220.137
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2021;8.500
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2020;10.200
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2019;106.088
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2018;30.000
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2017;115.696
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2016;65.746
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2015;101.587
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2014;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2013;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2012;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2011;154.208
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2010;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2009;206.642
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C16. Industria de la madera y del corcho;2008;607.501
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2021;248.295
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2020;150.850
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2019;156.577
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2018;271.987
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2017;510.531
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2016;572.036
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2015;283.311
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2014;304.436
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2013;266.602
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2012;762.157
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2011;1.411.232
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2010;668.773
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2009;511.195
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2008;1.540.057
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2021;393.754
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2020;86.606
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2019;111.211
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2018;139.522
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2017;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2016;61.167
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2015;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2014;105.693
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2013;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2012;2.791
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2011;226.877
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2010;47.330
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2009;639.422
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C19. Coquerías y refino de petróleo;2008;5.097.603
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2021;336.363
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2020;205.167
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2019;894.878
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2018;335.152
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2017;1.921.453
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2016;384.533
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2015;382.228
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2014;743.334
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2013;497.236
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2012;279.495
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2011;855.365
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2010;1.201.312
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2009;348.167
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C20-21. Industria química y farmacéutica;2008;658.559
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2021;228.858
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2020;665.582
INVERSIÓN EN EQUIPOS E INSTALACIONES INTEGRADOS;Reducción del ruido y las vibraciones;C22. Fabricación de productos de caucho y plásticos;2019;229.551
