Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2009;22.133.715
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2008;19.970.568
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2021;36.294.423
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2020;76.978.630
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2019;84.216.530
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2018;96.228.944
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2017;68.967.950
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2016;68.108.687
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2015;76.121.721
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2014;70.599.771
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2013;83.600.448
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2012;96.751.342
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2011;66.231.197
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2010;90.556.293
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2009;99.222.241
INVERSIÓN TOTAL;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2008;55.993.496
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2021;67.868.604
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2020;50.815.839
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2019;50.422.205
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2018;60.556.763
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2017;51.026.352
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2016;34.058.746
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2015;29.347.153
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2014;25.923.304
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2013;33.403.953
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2012;39.504.113
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2011;43.175.330
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2010;30.254.536
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2009;50.174.280
INVERSIÓN TOTAL;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2008;56.726.279
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2021;25.191.215
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2020;16.222.231
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2019;14.127.426
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2018;10.238.430
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2017;10.392.530
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2016;10.194.062
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2015;6.687.112
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2014;8.733.727
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2013;8.585.208
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2012;4.059.598
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2011;5.875.339
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2010;8.828.233
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2009;6.454.800
INVERSIÓN TOTAL;Protección del aire y el clima;C22. Fabricación de productos de caucho y plásticos;2008;15.560.708
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2021;25.711.054
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2020;20.484.711
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2019;31.463.084
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2018;12.789.962
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2017;19.591.400
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2016;19.158.373
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2015;9.963.999
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2014;7.867.928
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2013;14.311.577
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2012;13.324.878
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2011;33.183.393
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2010;55.894.936
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2009;53.952.515
INVERSIÓN TOTAL;Protección del aire y el clima;C23. Fabricación de otros productos minerales no metálicos;2008;85.541.641
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2021;45.191.319
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2020;29.230.828
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2019;48.711.760
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2018;58.695.021
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2017;30.839.823
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2016;30.086.749
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2015;41.360.396
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2014;46.934.228
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2013;51.505.382
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2012;22.236.168
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2011;18.542.310
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2010;47.238.880
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2009;66.654.036
INVERSIÓN TOTAL;Protección del aire y el clima;C24-25. Metalurgia y fabricación de productos metálicos;2008;111.586.850
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2021;7.258.494
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2020;3.265.861
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2019;3.356.748
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2018;5.768.797
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2017;3.054.033
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2016;3.223.818
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2015;2.104.398
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2014;2.264.077
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2013;2.073.914
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2012;1.900.751
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2011;3.563.264
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2010;6.444.958
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2009;8.563.710
INVERSIÓN TOTAL;Protección del aire y el clima;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2008;12.964.410
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2021;3.005.968
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2020;1.285.340
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2019;1.535.824
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2018;1.451.207
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2017;1.333.822
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2016;590.934
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2015;466.113
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2014;783.774
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2013;588.543
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2012;588.218
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2011;2.870.031
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2010;3.193.653
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2009;3.559.142
INVERSIÓN TOTAL;Protección del aire y el clima;C28. Fabricación de maquinaria y equipo;2008;2.354.630
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2021;32.599.393
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2020;25.229.514
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2019;34.874.383
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2018;23.136.585
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2017;13.026.439
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2016;12.972.085
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2015;11.591.563
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2014;12.094.839
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2013;11.319.369
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2012;5.012.152
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2011;6.148.904
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2010;14.157.552
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2009;32.871.765
INVERSIÓN TOTAL;Protección del aire y el clima;C29-30. Fabricación de material de transporte;2008;32.588.413
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;2.457.859
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;1.305.636
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;1.520.751
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;2.973.053
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;840.018
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;569.410
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;361.302
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;2.155.480
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;1.210.763
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;544.468
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;1.300.835
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2010;3.156.615
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2009;4.802.198
INVERSIÓN TOTAL;Protección del aire y el clima;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2008;4.844.383
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2021;53.811.608
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2020;30.239.788
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2019;109.327.012
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2018;59.936.134
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2017;137.282.878
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2016;210.734.028
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2015;112.589.225
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2014;77.361.996
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2013;16.839.677
INVERSIÓN TOTAL;Protección del aire y el clima;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2012;18.025.477
