Total Nacional;Comunidades y Ciudades Autónomas;Clase de residuos;periodo;Total
Total Nacional;14 Murcia Región de;Residuos mezclados;2012;398,9
Total Nacional;14 Murcia Región de;Residuos mezclados;2011;396,6
Total Nacional;14 Murcia Región de;Residuos mezclados;2010;499,5
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2021;22,2
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2020;17,4
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2019;15,9
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2018;14,1
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2017;12,7
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2016;12,2
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2015;9,4
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2014;8,8
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2013;5,1
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2012;5,8
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2011;12,9
Total Nacional;14 Murcia Región de;Residuos de papel y cartón;2010;15,5
Total Nacional;14 Murcia Región de;Residuos de vidrio;2021;17,4
Total Nacional;14 Murcia Región de;Residuos de vidrio;2020;17,2
Total Nacional;14 Murcia Región de;Residuos de vidrio;2019;17,9
Total Nacional;14 Murcia Región de;Residuos de vidrio;2018;17,8
Total Nacional;14 Murcia Región de;Residuos de vidrio;2017;16,8
Total Nacional;14 Murcia Región de;Residuos de vidrio;2016;16,7
Total Nacional;14 Murcia Región de;Residuos de vidrio;2015;16
Total Nacional;14 Murcia Región de;Residuos de vidrio;2014;15
Total Nacional;14 Murcia Región de;Residuos de vidrio;2013;15,1
Total Nacional;14 Murcia Región de;Residuos de vidrio;2012;15,5
Total Nacional;14 Murcia Región de;Residuos de vidrio;2011;12,8
Total Nacional;14 Murcia Región de;Residuos de vidrio;2010;50,8
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2021;13,9
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2020;15,5
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2019;13,8
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2018;12,3
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2017;11
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2016;10,1
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2015;9,2
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2014;8,7
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2013;8,5
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2012;10,7
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2011;9,2
Total Nacional;14 Murcia Región de;Envases mixtos y embalajes mezclados;2010;9,1
Total Nacional;14 Murcia Región de;Total;2021;549,2
Total Nacional;14 Murcia Región de;Total;2020;506,7
Total Nacional;14 Murcia Región de;Total;2019;510,4
Total Nacional;14 Murcia Región de;Total;2018;493,5
Total Nacional;14 Murcia Región de;Total;2017;492
Total Nacional;14 Murcia Región de;Total;2016;472,2
Total Nacional;14 Murcia Región de;Total;2015;464,5
Total Nacional;14 Murcia Región de;Total;2014;462,7
Total Nacional;14 Murcia Región de;Total;2013;453,9
Total Nacional;14 Murcia Región de;Total;2012;439,7
Total Nacional;14 Murcia Región de;Total;2011;442,4
Total Nacional;14 Murcia Región de;Total;2010;623,1
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2021;248,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2020;232,6
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2019;271,5
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2018;268,4
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2017;269,5
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2016;259,1
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2015;254
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2014;259,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2013;282,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2012;288
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2011;297,3
Total Nacional;15 Navarra Comunidad Foral de;Residuos mezclados;2010;309,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2021;42,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2020;41,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2019;40,3
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2018;43,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2017;40,9
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2016;41,8
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2015;23,1
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2014;36,1
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2013;38,3
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2012;38,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2011;40,6
Total Nacional;15 Navarra Comunidad Foral de;Residuos de papel y cartón;2010;47,4
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2021;26,5
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2020;24,7
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2019;26,7
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2018;26
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2017;25,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2016;25
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2015;15,2
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2014;26,3
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2013;24,4
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2012;24,5
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2011;25,4
Total Nacional;15 Navarra Comunidad Foral de;Residuos de vidrio;2010;25,5
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2021;24,4
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2020;37,1
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2019;32,7
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2018;34,6
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2017;33,1
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2016;32,2
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2015;18,5
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2014;31,9
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2013;29
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2012;28
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2011;35,1
Total Nacional;15 Navarra Comunidad Foral de;Envases mixtos y embalajes mezclados;2010;31,7
Total Nacional;15 Navarra Comunidad Foral de;Total;2021;422,5
Total Nacional;15 Navarra Comunidad Foral de;Total;2020;416,5
Total Nacional;15 Navarra Comunidad Foral de;Total;2019;451,2
Total Nacional;15 Navarra Comunidad Foral de;Total;2018;455
Total Nacional;15 Navarra Comunidad Foral de;Total;2017;442,9
Total Nacional;15 Navarra Comunidad Foral de;Total;2016;453,9
Total Nacional;15 Navarra Comunidad Foral de;Total;2015;465,6
Total Nacional;15 Navarra Comunidad Foral de;Total;2014;435,2
Total Nacional;15 Navarra Comunidad Foral de;Total;2013;437,2
Total Nacional;15 Navarra Comunidad Foral de;Total;2012;453,2
Total Nacional;15 Navarra Comunidad Foral de;Total;2011;488,4
Total Nacional;15 Navarra Comunidad Foral de;Total;2010;499,5
Total Nacional;16 País Vasco;Residuos mezclados;2021;246,9
Total Nacional;16 País Vasco;Residuos mezclados;2020;194,4
Total Nacional;16 País Vasco;Residuos mezclados;2019;231,5
Total Nacional;16 País Vasco;Residuos mezclados;2018;292
Total Nacional;16 País Vasco;Residuos mezclados;2017;165,4
Total Nacional;16 País Vasco;Residuos mezclados;2016;309,8
Total Nacional;16 País Vasco;Residuos mezclados;2015;308,9
Total Nacional;16 País Vasco;Residuos mezclados;2014;263,9
Total Nacional;16 País Vasco;Residuos mezclados;2013;369,2
Total Nacional;16 País Vasco;Residuos mezclados;2012;357,8
Total Nacional;16 País Vasco;Residuos mezclados;2011;316,8
Total Nacional;16 País Vasco;Residuos mezclados;2010;329,3
Total Nacional;16 País Vasco;Residuos de papel y cartón;2021;63,2
Total Nacional;16 País Vasco;Residuos de papel y cartón;2020;67,2
Total Nacional;16 País Vasco;Residuos de papel y cartón;2019;70,4
Total Nacional;16 País Vasco;Residuos de papel y cartón;2018;68
Total Nacional;16 País Vasco;Residuos de papel y cartón;2017;64,3
Total Nacional;16 País Vasco;Residuos de papel y cartón;2016;59,4
Total Nacional;16 País Vasco;Residuos de papel y cartón;2015;54,5
Total Nacional;16 País Vasco;Residuos de papel y cartón;2014;56,4
Total Nacional;16 País Vasco;Residuos de papel y cartón;2013;60,2
Total Nacional;16 País Vasco;Residuos de papel y cartón;2012;57
Total Nacional;16 País Vasco;Residuos de papel y cartón;2011;75,6
Total Nacional;16 País Vasco;Residuos de papel y cartón;2010;77,7
Total Nacional;16 País Vasco;Residuos de vidrio;2021;28,3
Total Nacional;16 País Vasco;Residuos de vidrio;2020;26,7
Total Nacional;16 País Vasco;Residuos de vidrio;2019;29,1
Total Nacional;16 País Vasco;Residuos de vidrio;2018;28,4
Total Nacional;16 País Vasco;Residuos de vidrio;2017;27,6
Total Nacional;16 País Vasco;Residuos de vidrio;2016;27,3
Total Nacional;16 País Vasco;Residuos de vidrio;2015;27,3
Total Nacional;16 País Vasco;Residuos de vidrio;2014;25,9
Total Nacional;16 País Vasco;Residuos de vidrio;2013;25,1
Total Nacional;16 País Vasco;Residuos de vidrio;2012;24,8
Total Nacional;16 País Vasco;Residuos de vidrio;2011;24,8
Total Nacional;16 País Vasco;Residuos de vidrio;2010;24,8
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2021;24,3
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2020;24,4
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2019;22,9
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2018;21,9
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2017;20
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2016;18,3
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2015;17,7
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2014;16,6
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2013;15,6
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2012;14,7
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2011;14,1
Total Nacional;16 País Vasco;Envases mixtos y embalajes mezclados;2010;14,2
Total Nacional;16 País Vasco;Total;2021;422,2
Total Nacional;16 País Vasco;Total;2020;354,6
Total Nacional;16 País Vasco;Total;2019;396,9
Total Nacional;16 País Vasco;Total;2018;468,6
Total Nacional;16 País Vasco;Total;2017;428,8
Total Nacional;16 País Vasco;Total;2016;456
Total Nacional;16 País Vasco;Total;2015;437,4
Total Nacional;16 País Vasco;Total;2014;391
Total Nacional;16 País Vasco;Total;2013;528,2
Total Nacional;16 País Vasco;Total;2012;504,1
Total Nacional;16 País Vasco;Total;2011;480,2
Total Nacional;16 País Vasco;Total;2010;493,4
Total Nacional;17 Rioja La;Residuos mezclados;2021;319,2
Total Nacional;17 Rioja La;Residuos mezclados;2020;331
Total Nacional;17 Rioja La;Residuos mezclados;2019;347,7
Total Nacional;17 Rioja La;Residuos mezclados;2018;355,4
Total Nacional;17 Rioja La;Residuos mezclados;2017;347,4
Total Nacional;17 Rioja La;Residuos mezclados;2016;344,7
Total Nacional;17 Rioja La;Residuos mezclados;2015;339,1
Total Nacional;17 Rioja La;Residuos mezclados;2014;336
Total Nacional;17 Rioja La;Residuos mezclados;2013;352,6
Total Nacional;17 Rioja La;Residuos mezclados;2012;330,6
Total Nacional;17 Rioja La;Residuos mezclados;2011;344,2
Total Nacional;17 Rioja La;Residuos mezclados;2010;352,3
Total Nacional;17 Rioja La;Residuos de papel y cartón;2021;25,4
Total Nacional;17 Rioja La;Residuos de papel y cartón;2020;25,7
Total Nacional;17 Rioja La;Residuos de papel y cartón;2019;26,8
Total Nacional;17 Rioja La;Residuos de papel y cartón;2018;26,1
Total Nacional;17 Rioja La;Residuos de papel y cartón;2017;25,5
Total Nacional;17 Rioja La;Residuos de papel y cartón;2016;25,6
Total Nacional;17 Rioja La;Residuos de papel y cartón;2015;24,3
Total Nacional;17 Rioja La;Residuos de papel y cartón;2014;23,6
Total Nacional;17 Rioja La;Residuos de papel y cartón;2013;23,8
Total Nacional;17 Rioja La;Residuos de papel y cartón;2012;24,7
Total Nacional;17 Rioja La;Residuos de papel y cartón;2011;26,7
Total Nacional;17 Rioja La;Residuos de papel y cartón;2010;28,7
Total Nacional;17 Rioja La;Residuos de vidrio;2021;26,9
Total Nacional;17 Rioja La;Residuos de vidrio;2020;26,6
Total Nacional;17 Rioja La;Residuos de vidrio;2019;29,1
Total Nacional;17 Rioja La;Residuos de vidrio;2018;28,5
Total Nacional;17 Rioja La;Residuos de vidrio;2017;27,4
Total Nacional;17 Rioja La;Residuos de vidrio;2016;28,1
Total Nacional;17 Rioja La;Residuos de vidrio;2015;24,1
Total Nacional;17 Rioja La;Residuos de vidrio;2014;21,5
Total Nacional;17 Rioja La;Residuos de vidrio;2013;18,7
Total Nacional;17 Rioja La;Residuos de vidrio;2012;18,3
Total Nacional;17 Rioja La;Residuos de vidrio;2011;18,5
Total Nacional;17 Rioja La;Residuos de vidrio;2010;20,3
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2021;19,7
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2020;20,3
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2019;18,7
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2018;17,6
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2017;16
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2016;15,3
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2015;15
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2014;14,8
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2013;14,9
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2012;14,7
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2011;14,8
Total Nacional;17 Rioja La;Envases mixtos y embalajes mezclados;2010;14,7
Total Nacional;17 Rioja La;Total;2021;401,4
Total Nacional;17 Rioja La;Total;2020;409,1
Total Nacional;17 Rioja La;Total;2019;425,4
Total Nacional;17 Rioja La;Total;2018;428,9
Total Nacional;17 Rioja La;Total;2017;418,5
Total Nacional;17 Rioja La;Total;2016;441,7
Total Nacional;17 Rioja La;Total;2015;405,7
Total Nacional;17 Rioja La;Total;2014;398,9
Total Nacional;17 Rioja La;Total;2013;410,2
Total Nacional;17 Rioja La;Total;2012;389,3
Total Nacional;17 Rioja La;Total;2011;404,3
Total Nacional;17 Rioja La;Total;2010;420,5
Ceuta y Melilla;;Residuos mezclados;2021;..
Ceuta y Melilla;;Residuos mezclados;2020;..
Ceuta y Melilla;;Residuos mezclados;2019;..
Ceuta y Melilla;;Residuos mezclados;2018;..
Ceuta y Melilla;;Residuos mezclados;2017;..
Ceuta y Melilla;;Residuos mezclados;2016;..
Ceuta y Melilla;;Residuos mezclados;2015;..
Ceuta y Melilla;;Residuos mezclados;2014;..
Ceuta y Melilla;;Residuos mezclados;2013;..
Ceuta y Melilla;;Residuos mezclados;2012;..
Ceuta y Melilla;;Residuos mezclados;2011;..
Ceuta y Melilla;;Residuos mezclados;2010;..
Ceuta y Melilla;;Residuos de papel y cartón;2021;..
Ceuta y Melilla;;Residuos de papel y cartón;2020;..
Ceuta y Melilla;;Residuos de papel y cartón;2019;..
Ceuta y Melilla;;Residuos de papel y cartón;2018;..
Ceuta y Melilla;;Residuos de papel y cartón;2017;..
Ceuta y Melilla;;Residuos de papel y cartón;2016;..
Ceuta y Melilla;;Residuos de papel y cartón;2015;..
Ceuta y Melilla;;Residuos de papel y cartón;2014;..
Ceuta y Melilla;;Residuos de papel y cartón;2013;..
Ceuta y Melilla;;Residuos de papel y cartón;2012;..
Ceuta y Melilla;;Residuos de papel y cartón;2011;..
Ceuta y Melilla;;Residuos de papel y cartón;2010;..
Ceuta y Melilla;;Residuos de vidrio;2021;..
Ceuta y Melilla;;Residuos de vidrio;2020;..
Ceuta y Melilla;;Residuos de vidrio;2019;..
Ceuta y Melilla;;Residuos de vidrio;2018;..
Ceuta y Melilla;;Residuos de vidrio;2017;..
Ceuta y Melilla;;Residuos de vidrio;2016;..
Ceuta y Melilla;;Residuos de vidrio;2015;..
Ceuta y Melilla;;Residuos de vidrio;2014;..
Ceuta y Melilla;;Residuos de vidrio;2013;..
Ceuta y Melilla;;Residuos de vidrio;2012;..
Ceuta y Melilla;;Residuos de vidrio;2011;..
Ceuta y Melilla;;Residuos de vidrio;2010;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2021;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2020;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2019;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2018;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2017;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2016;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2015;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2014;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2013;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2012;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2011;..
Ceuta y Melilla;;Envases mixtos y embalajes mezclados;2010;..
Ceuta y Melilla;;Total;2021;..
Ceuta y Melilla;;Total;2020;..
Ceuta y Melilla;;Total;2019;..
Ceuta y Melilla;;Total;2018;..
Ceuta y Melilla;;Total;2017;..
Ceuta y Melilla;;Total;2016;..
Ceuta y Melilla;;Total;2015;..
Ceuta y Melilla;;Total;2014;..
Ceuta y Melilla;;Total;2013;..
Ceuta y Melilla;;Total;2012;..
Ceuta y Melilla;;Total;2011;..
Ceuta y Melilla;;Total;2010;..
