Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2016;1.368.808,20
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Peligrosos;2015;1.372.633,10
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2021;1.212.701,90
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2020;1.201.305,60
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2019;1.192.868,70
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2018;1.196.755,70
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2017;1.462.362,40
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2016;1.368.808,20
B-D: Industria (Incluidas minería y producción de energía);Total peligrosos;Total;2015;1.372.633,10
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;No peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2021;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2020;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2019;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2018;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2017;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2016;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Peligrosos;2015;..
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2021;17.255.826,60
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2020;16.450.544,30
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2019;38.810.598,10
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2018;40.587.299,80
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2017;41.122.181,50
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2016;38.442.572,40
B-D: Industria (Incluidas minería y producción de energía);TOTAL;Total;2015;38.029.034,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2021;264.474,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2020;262.008,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2019;232.185,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2018;215.158,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2017;127.536,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2016;152.055,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;No peligrosos;2015;191.214,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2021;406.495,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2020;387.539,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2019;316.220,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2018;298.878,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2017;271.177,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2016;260.557,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Peligrosos;2015;331.382,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2021;670.970,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2020;649.547,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2019;548.406,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2018;514.036,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2017;398.714,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2016;412.613,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(01-03): Químicos;Total;2015;522.597,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2021;3.726.086,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2020;3.163.604,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2019;3.696.170,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2018;3.646.469,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2017;3.287.305,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2016;3.061.277,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;No peligrosos;2015;3.762.615,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2021;3.726.086,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2020;3.163.604,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2019;3.696.170,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2018;3.646.469,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2017;3.287.305,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2016;3.061.277,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(06): Metálicos;Total;2015;3.762.615,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2021;160.299,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2020;165.317,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2019;85.385,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2018;73.654,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2017;40.668,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2016;40.807,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;No peligrosos;2015;23.044,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2021;0,9
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2020;0,7
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2019;1,8
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2018;2,3
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2017;1,8
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2016;1,6
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2021;160.300,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2020;165.318,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2019;85.387,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2018;73.656,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2017;40.670,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2016;40.808,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.1): Vidrio;Total;2015;23.044,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2021;242.890,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2020;239.602,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2019;213.113,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2018;227.459,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2017;255.371,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2016;237.376,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;No peligrosos;2015;278.706,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2021;242.890,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2020;239.602,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2019;213.113,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2018;227.459,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2017;255.371,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2016;237.376,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.2): Papel y Cartón;Total;2015;278.706,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2021;341.966,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2020;268.260,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2019;273.525,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2018;213.363,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2017;143.768,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2016;149.560,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;No peligrosos;2015;85.430,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2021;341.966,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2020;268.260,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2019;273.525,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2018;213.363,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2017;143.768,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2016;149.560,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.4): Plásticos;Total;2015;85.430,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2021;77.349,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2020;62.431,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2019;55.926,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2018;47.294,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2017;44.022,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2016;44.899,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;No peligrosos;2015;91.733,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2021;35,4
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2020;87,1
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2019;97,5
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2018;86,3
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2017;69,2
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2016;60,7
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Peligrosos;2015;0,2
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2021;77.384,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2020;62.518,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2019;56.023,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2018;47.380,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2017;44.091,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2016;44.960,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(07.5): Madera;Total;2015;91.733,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2021;65.739,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2020;65.810,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2019;61.606,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2018;96.468,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2017;63.898,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2016;59.871,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;No peligrosos;2015;12.798,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2021;178.985,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2020;142.031,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2019;125.707,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2018;43.690,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2017;30.046,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2016;29.530,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Peligrosos;2015;19.334,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2021;244.725,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2020;207.841,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2019;187.314,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2018;140.159,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2017;93.944,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2016;89.402,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(08): Equipos desechados;Total;2015;32.133,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2021;56.470,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2020;36.048,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2019;19.083,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2018;19.338,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2017;12.568,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2016;12.378,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;No peligrosos;2015;18.692,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2021;56.470,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2020;36.048,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2019;19.083,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2018;19.338,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2017;12.568,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2016;12.378,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(09): Animales y vegetales;Total;2015;18.692,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2021;19.553.452,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2020;15.465.645,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2019;16.590.466,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2018;16.316.312,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2017;14.123.778,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2016;13.447.888,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;No peligrosos;2015;14.282.519,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2021;82.152,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2020;78.123,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2019;78.924,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2018;70.209,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2017;62.518,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2016;63.133,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Peligrosos;2015;54.011,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2021;19.635.605,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2020;15.543.769,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2019;16.669.391,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2018;16.386.522,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2017;14.186.296,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2016;13.511.022,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(10): Residuos mezclados;Total;2015;14.336.530,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2021;580.566,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2020;587.291,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2019;1.028.950,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2018;1.302.251,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2017;1.278.447,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2016;1.138.566,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;No peligrosos;2015;1.194.847,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2021;580.566,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2020;587.291,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2019;1.028.950,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2018;1.302.251,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2017;1.278.447,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2016;1.138.566,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(11): Lodos comunes;Total;2015;1.194.847,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2021;723.459,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2020;845.106,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2019;978.642,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2018;1.429.470,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2017;1.347.129,00
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2016;1.234.213,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;No peligrosos;2015;1.038.877,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2021;214.935,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2020;160.986,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2019;167.158,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2018;226.058,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2017;228.310,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2016;207.473,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Peligrosos;2015;217.831,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2021;938.395,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2020;1.006.092,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2019;1.145.801,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2018;1.655.529,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2017;1.575.439,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2016;1.441.686,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;(12-13): Minerales;Total;2015;1.256.708,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2021;12.800,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2020;8.934,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2019;6.103,20
