Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
HH: Hogares;(07.5): Madera;No peligrosos;2016;95.080,70
HH: Hogares;(07.5): Madera;No peligrosos;2015;87.764,90
HH: Hogares;(07.5): Madera;Peligrosos;2021;..
HH: Hogares;(07.5): Madera;Peligrosos;2020;..
HH: Hogares;(07.5): Madera;Peligrosos;2019;..
HH: Hogares;(07.5): Madera;Peligrosos;2018;..
HH: Hogares;(07.5): Madera;Peligrosos;2017;..
HH: Hogares;(07.5): Madera;Peligrosos;2016;..
HH: Hogares;(07.5): Madera;Peligrosos;2015;..
HH: Hogares;(07.5): Madera;Total;2021;168.900,50
HH: Hogares;(07.5): Madera;Total;2020;149.713,00
HH: Hogares;(07.5): Madera;Total;2019;139.473,20
HH: Hogares;(07.5): Madera;Total;2018;136.153,20
HH: Hogares;(07.5): Madera;Total;2017;189.733,40
HH: Hogares;(07.5): Madera;Total;2016;95.080,70
HH: Hogares;(07.5): Madera;Total;2015;87.764,90
HH: Hogares;(08): Equipos desechados;No peligrosos;2021;39.024,10
HH: Hogares;(08): Equipos desechados;No peligrosos;2020;37.675,60
HH: Hogares;(08): Equipos desechados;No peligrosos;2019;29.299,20
HH: Hogares;(08): Equipos desechados;No peligrosos;2018;32.184,20
HH: Hogares;(08): Equipos desechados;No peligrosos;2017;30.977,70
HH: Hogares;(08): Equipos desechados;No peligrosos;2016;26.798,00
HH: Hogares;(08): Equipos desechados;No peligrosos;2015;28.480,50
HH: Hogares;(08): Equipos desechados;Peligrosos;2021;51.198,70
HH: Hogares;(08): Equipos desechados;Peligrosos;2020;66.940,20
HH: Hogares;(08): Equipos desechados;Peligrosos;2019;33.267,60
HH: Hogares;(08): Equipos desechados;Peligrosos;2018;28.439,10
HH: Hogares;(08): Equipos desechados;Peligrosos;2017;25.401,80
HH: Hogares;(08): Equipos desechados;Peligrosos;2016;21.191,30
HH: Hogares;(08): Equipos desechados;Peligrosos;2015;32.816,90
HH: Hogares;(08): Equipos desechados;Total;2021;90.222,80
HH: Hogares;(08): Equipos desechados;Total;2020;104.615,80
HH: Hogares;(08): Equipos desechados;Total;2019;62.566,80
HH: Hogares;(08): Equipos desechados;Total;2018;60.623,30
HH: Hogares;(08): Equipos desechados;Total;2017;56.379,50
HH: Hogares;(08): Equipos desechados;Total;2016;47.989,30
HH: Hogares;(08): Equipos desechados;Total;2015;61.297,40
HH: Hogares;(09): Animales y vegetales;No peligrosos;2021;1.433.950,20
HH: Hogares;(09): Animales y vegetales;No peligrosos;2020;1.253.212,40
HH: Hogares;(09): Animales y vegetales;No peligrosos;2019;1.168.659,10
HH: Hogares;(09): Animales y vegetales;No peligrosos;2018;1.010.016,40
HH: Hogares;(09): Animales y vegetales;No peligrosos;2017;876.821,90
HH: Hogares;(09): Animales y vegetales;No peligrosos;2016;835.703,00
HH: Hogares;(09): Animales y vegetales;No peligrosos;2015;787.421,40
HH: Hogares;(09): Animales y vegetales;Peligrosos;2021;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2020;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2019;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2018;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2017;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2016;..
HH: Hogares;(09): Animales y vegetales;Peligrosos;2015;..
HH: Hogares;(09): Animales y vegetales;Total;2021;1.433.950,20
HH: Hogares;(09): Animales y vegetales;Total;2020;1.253.212,40
HH: Hogares;(09): Animales y vegetales;Total;2019;1.168.659,10
HH: Hogares;(09): Animales y vegetales;Total;2018;1.010.016,40
HH: Hogares;(09): Animales y vegetales;Total;2017;876.821,90
HH: Hogares;(09): Animales y vegetales;Total;2016;835.703,00
HH: Hogares;(09): Animales y vegetales;Total;2015;787.421,40
HH: Hogares;(10): Residuos mezclados;No peligrosos;2021;17.977.989,80
HH: Hogares;(10): Residuos mezclados;No peligrosos;2020;18.307.054,70
HH: Hogares;(10): Residuos mezclados;No peligrosos;2019;18.592.745,30
HH: Hogares;(10): Residuos mezclados;No peligrosos;2018;19.016.230,90
HH: Hogares;(10): Residuos mezclados;No peligrosos;2017;18.986.834,90
HH: Hogares;(10): Residuos mezclados;No peligrosos;2016;18.750.797,10
HH: Hogares;(10): Residuos mezclados;No peligrosos;2015;17.753.292,10
HH: Hogares;(10): Residuos mezclados;Peligrosos;2021;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2020;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2019;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2018;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2017;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2016;..
HH: Hogares;(10): Residuos mezclados;Peligrosos;2015;..
HH: Hogares;(10): Residuos mezclados;Total;2021;17.977.989,80
HH: Hogares;(10): Residuos mezclados;Total;2020;18.307.054,70
HH: Hogares;(10): Residuos mezclados;Total;2019;18.592.745,30
HH: Hogares;(10): Residuos mezclados;Total;2018;19.016.230,90
HH: Hogares;(10): Residuos mezclados;Total;2017;18.986.834,90
HH: Hogares;(10): Residuos mezclados;Total;2016;18.750.797,10
HH: Hogares;(10): Residuos mezclados;Total;2015;17.753.292,10
HH: Hogares;(11): Lodos comunes;No peligrosos;2021;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2020;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2019;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2018;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2017;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2016;..
HH: Hogares;(11): Lodos comunes;No peligrosos;2015;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2021;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2020;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2019;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2018;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2017;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2016;..
HH: Hogares;(11): Lodos comunes;Peligrosos;2015;..
HH: Hogares;(11): Lodos comunes;Total;2021;..
HH: Hogares;(11): Lodos comunes;Total;2020;..
HH: Hogares;(11): Lodos comunes;Total;2019;..
HH: Hogares;(11): Lodos comunes;Total;2018;..
HH: Hogares;(11): Lodos comunes;Total;2017;..
HH: Hogares;(11): Lodos comunes;Total;2016;..
HH: Hogares;(11): Lodos comunes;Total;2015;..
HH: Hogares;(12-13): Minerales;No peligrosos;2021;537.330,20
HH: Hogares;(12-13): Minerales;No peligrosos;2020;420.979,00
HH: Hogares;(12-13): Minerales;No peligrosos;2019;521.572,20
HH: Hogares;(12-13): Minerales;No peligrosos;2018;472.548,30
HH: Hogares;(12-13): Minerales;No peligrosos;2017;495.597,40
HH: Hogares;(12-13): Minerales;No peligrosos;2016;295.080,10
HH: Hogares;(12-13): Minerales;No peligrosos;2015;429.528,30
HH: Hogares;(12-13): Minerales;Peligrosos;2021;..
HH: Hogares;(12-13): Minerales;Peligrosos;2020;..
HH: Hogares;(12-13): Minerales;Peligrosos;2019;..
HH: Hogares;(12-13): Minerales;Peligrosos;2018;..
HH: Hogares;(12-13): Minerales;Peligrosos;2017;..
HH: Hogares;(12-13): Minerales;Peligrosos;2016;61,5
HH: Hogares;(12-13): Minerales;Peligrosos;2015;724,6
HH: Hogares;(12-13): Minerales;Total;2021;537.330,20
HH: Hogares;(12-13): Minerales;Total;2020;420.979,00
HH: Hogares;(12-13): Minerales;Total;2019;521.572,20
HH: Hogares;(12-13): Minerales;Total;2018;472.548,30
HH: Hogares;(12-13): Minerales;Total;2017;495.597,40
HH: Hogares;(12-13): Minerales;Total;2016;295.141,60
HH: Hogares;(12-13): Minerales;Total;2015;430.252,90
HH: Hogares;Resto: Otros;No peligrosos;2021;52.495,80
HH: Hogares;Resto: Otros;No peligrosos;2020;39.972,20
HH: Hogares;Resto: Otros;No peligrosos;2019;47.257,90
HH: Hogares;Resto: Otros;No peligrosos;2018;40.344,40
HH: Hogares;Resto: Otros;No peligrosos;2017;39.234,90
HH: Hogares;Resto: Otros;No peligrosos;2016;34.615,60
HH: Hogares;Resto: Otros;No peligrosos;2015;40.766,80
HH: Hogares;Resto: Otros;Peligrosos;2021;..
HH: Hogares;Resto: Otros;Peligrosos;2020;..
HH: Hogares;Resto: Otros;Peligrosos;2019;..
HH: Hogares;Resto: Otros;Peligrosos;2018;..
HH: Hogares;Resto: Otros;Peligrosos;2017;..
HH: Hogares;Resto: Otros;Peligrosos;2016;..
HH: Hogares;Resto: Otros;Peligrosos;2015;..
HH: Hogares;Resto: Otros;Total;2021;52.495,80
HH: Hogares;Resto: Otros;Total;2020;39.972,20
HH: Hogares;Resto: Otros;Total;2019;47.257,90
HH: Hogares;Resto: Otros;Total;2018;40.344,40
HH: Hogares;Resto: Otros;Total;2017;39.234,90
HH: Hogares;Resto: Otros;Total;2016;34.615,60
HH: Hogares;Resto: Otros;Total;2015;40.766,80
HH: Hogares;Total no peligrosos;No peligrosos;2021;22.631.263,80
HH: Hogares;Total no peligrosos;No peligrosos;2020;22.442.396,10
HH: Hogares;Total no peligrosos;No peligrosos;2019;22.757.656,50
HH: Hogares;Total no peligrosos;No peligrosos;2018;22.669.181,90
HH: Hogares;Total no peligrosos;No peligrosos;2017;22.541.973,60
HH: Hogares;Total no peligrosos;No peligrosos;2016;21.902.664,00
HH: Hogares;Total no peligrosos;No peligrosos;2015;20.953.703,90
HH: Hogares;Total no peligrosos;Peligrosos;2021;..
HH: Hogares;Total no peligrosos;Peligrosos;2020;..
HH: Hogares;Total no peligrosos;Peligrosos;2019;..
HH: Hogares;Total no peligrosos;Peligrosos;2018;..
HH: Hogares;Total no peligrosos;Peligrosos;2017;..
HH: Hogares;Total no peligrosos;Peligrosos;2016;..
HH: Hogares;Total no peligrosos;Peligrosos;2015;..
HH: Hogares;Total no peligrosos;Total;2021;22.631.263,80
HH: Hogares;Total no peligrosos;Total;2020;22.442.396,10
HH: Hogares;Total no peligrosos;Total;2019;22.757.656,50
HH: Hogares;Total no peligrosos;Total;2018;22.669.181,90
HH: Hogares;Total no peligrosos;Total;2017;22.541.973,60
HH: Hogares;Total no peligrosos;Total;2016;21.902.664,00
HH: Hogares;Total no peligrosos;Total;2015;20.953.703,90
HH: Hogares;Total peligrosos;No peligrosos;2021;..
HH: Hogares;Total peligrosos;No peligrosos;2020;..
HH: Hogares;Total peligrosos;No peligrosos;2019;..
HH: Hogares;Total peligrosos;No peligrosos;2018;..
HH: Hogares;Total peligrosos;No peligrosos;2017;..
HH: Hogares;Total peligrosos;No peligrosos;2016;..
HH: Hogares;Total peligrosos;No peligrosos;2015;..
HH: Hogares;Total peligrosos;Peligrosos;2021;51.198,70
HH: Hogares;Total peligrosos;Peligrosos;2020;66.940,20
HH: Hogares;Total peligrosos;Peligrosos;2019;33.267,60
HH: Hogares;Total peligrosos;Peligrosos;2018;30.080,30
HH: Hogares;Total peligrosos;Peligrosos;2017;29.672,00
HH: Hogares;Total peligrosos;Peligrosos;2016;25.491,00
HH: Hogares;Total peligrosos;Peligrosos;2015;37.653,10
HH: Hogares;Total peligrosos;Total;2021;51.198,70
HH: Hogares;Total peligrosos;Total;2020;66.940,20
HH: Hogares;Total peligrosos;Total;2019;33.267,60
HH: Hogares;Total peligrosos;Total;2018;30.080,30
HH: Hogares;Total peligrosos;Total;2017;29.672,00
HH: Hogares;Total peligrosos;Total;2016;25.491,00
HH: Hogares;Total peligrosos;Total;2015;37.653,10
HH: Hogares;TOTAL;No peligrosos;2021;..
HH: Hogares;TOTAL;No peligrosos;2020;..
HH: Hogares;TOTAL;No peligrosos;2019;..
HH: Hogares;TOTAL;No peligrosos;2018;..
HH: Hogares;TOTAL;No peligrosos;2017;..
HH: Hogares;TOTAL;No peligrosos;2016;..
HH: Hogares;TOTAL;No peligrosos;2015;..
HH: Hogares;TOTAL;Peligrosos;2021;..
HH: Hogares;TOTAL;Peligrosos;2020;..
HH: Hogares;TOTAL;Peligrosos;2019;..
HH: Hogares;TOTAL;Peligrosos;2018;..
HH: Hogares;TOTAL;Peligrosos;2017;..
HH: Hogares;TOTAL;Peligrosos;2016;..
HH: Hogares;TOTAL;Peligrosos;2015;..
HH: Hogares;TOTAL;Total;2021;22.682.462,50
HH: Hogares;TOTAL;Total;2020;22.509.336,30
HH: Hogares;TOTAL;Total;2019;22.790.924,10
HH: Hogares;TOTAL;Total;2018;22.699.262,20
HH: Hogares;TOTAL;Total;2017;22.571.645,60
HH: Hogares;TOTAL;Total;2016;21.928.155,00
HH: Hogares;TOTAL;Total;2015;20.991.357,00
Total generación;(01-03): Químicos;No peligrosos;2021;1.027.486,80
Total generación;(01-03): Químicos;No peligrosos;2020;1.027.993,20
Total generación;(01-03): Químicos;No peligrosos;2019;987.520,00
Total generación;(01-03): Químicos;No peligrosos;2018;981.410,60
Total generación;(01-03): Químicos;No peligrosos;2017;925.102,30
Total generación;(01-03): Químicos;No peligrosos;2016;988.147,20
Total generación;(01-03): Químicos;No peligrosos;2015;1.058.948,90
Total generación;(01-03): Químicos;Peligrosos;2021;1.521.851,20
Total generación;(01-03): Químicos;Peligrosos;2020;1.489.288,60
Total generación;(01-03): Químicos;Peligrosos;2019;1.374.551,30
Total generación;(01-03): Químicos;Peligrosos;2018;1.343.617,20
Total generación;(01-03): Químicos;Peligrosos;2017;1.511.669,00
Total generación;(01-03): Químicos;Peligrosos;2016;1.474.364,80
Total generación;(01-03): Químicos;Peligrosos;2015;1.508.648,40
Total generación;(01-03): Químicos;Total;2021;2.549.338,00
Total generación;(01-03): Químicos;Total;2020;2.517.281,80
Total generación;(01-03): Químicos;Total;2019;2.362.071,30
Total generación;(01-03): Químicos;Total;2018;2.325.027,80
Total generación;(01-03): Químicos;Total;2017;2.436.771,30
Total generación;(01-03): Químicos;Total;2016;2.462.512,00
Total generación;(01-03): Químicos;Total;2015;2.567.597,30
Total generación;(06): Metálicos;No peligrosos;2021;6.043.079,90
Total generación;(06): Metálicos;No peligrosos;2020;5.728.215,80
Total generación;(06): Metálicos;No peligrosos;2019;6.263.341,90
Total generación;(06): Metálicos;No peligrosos;2018;5.977.292,60
Total generación;(06): Metálicos;No peligrosos;2017;5.842.690,90
Total generación;(06): Metálicos;No peligrosos;2016;5.699.605,20
Total generación;(06): Metálicos;No peligrosos;2015;6.705.982,30
Total generación;(06): Metálicos;Peligrosos;2021;..
Total generación;(06): Metálicos;Peligrosos;2020;..
Total generación;(06): Metálicos;Peligrosos;2019;..
Total generación;(06): Metálicos;Peligrosos;2018;..
Total generación;(06): Metálicos;Peligrosos;2017;..
Total generación;(06): Metálicos;Peligrosos;2016;..
Total generación;(06): Metálicos;Peligrosos;2015;..
Total generación;(06): Metálicos;Total;2021;6.043.079,90
Total generación;(06): Metálicos;Total;2020;5.728.215,80
Total generación;(06): Metálicos;Total;2019;6.263.341,90
Total generación;(06): Metálicos;Total;2018;5.977.292,60
Total generación;(06): Metálicos;Total;2017;5.842.690,90
Total generación;(06): Metálicos;Total;2016;5.699.605,20
Total generación;(06): Metálicos;Total;2015;6.705.982,30
Total generación;(07.1): Vidrio;No peligrosos;2021;1.281.305,20
Total generación;(07.1): Vidrio;No peligrosos;2020;1.226.681,80
Total generación;(07.1): Vidrio;No peligrosos;2019;1.272.218,00
Total generación;(07.1): Vidrio;No peligrosos;2018;1.170.408,20
Total generación;(07.1): Vidrio;No peligrosos;2017;1.122.480,80
Total generación;(07.1): Vidrio;No peligrosos;2016;1.173.943,10
Total generación;(07.1): Vidrio;No peligrosos;2015;1.140.874,00
Total generación;(07.1): Vidrio;Peligrosos;2021;7,6
Total generación;(07.1): Vidrio;Peligrosos;2020;7,6
Total generación;(07.1): Vidrio;Peligrosos;2019;8,7
Total generación;(07.1): Vidrio;Peligrosos;2018;8,9
Total generación;(07.1): Vidrio;Peligrosos;2017;16,1
Total generación;(07.1): Vidrio;Peligrosos;2016;296,1
Total generación;(07.1): Vidrio;Peligrosos;2015;263,9
Total generación;(07.1): Vidrio;Total;2021;1.281.312,80
Total generación;(07.1): Vidrio;Total;2020;1.226.689,40
Total generación;(07.1): Vidrio;Total;2019;1.272.226,60
Total generación;(07.1): Vidrio;Total;2018;1.170.417,10
Total generación;(07.1): Vidrio;Total;2017;1.122.496,90
Total generación;(07.1): Vidrio;Total;2016;1.174.239,20
Total generación;(07.1): Vidrio;Total;2015;1.141.137,90
Total generación;(07.2): Papel y Cartón;No peligrosos;2021;3.916.373,20
Total generación;(07.2): Papel y Cartón;No peligrosos;2020;4.288.930,60
Total generación;(07.2): Papel y Cartón;No peligrosos;2019;4.212.931,80
Total generación;(07.2): Papel y Cartón;No peligrosos;2018;3.379.351,50
Total generación;(07.2): Papel y Cartón;No peligrosos;2017;3.624.723,70
Total generación;(07.2): Papel y Cartón;No peligrosos;2016;3.531.136,40
Total generación;(07.2): Papel y Cartón;No peligrosos;2015;3.487.726,50
Total generación;(07.2): Papel y Cartón;Peligrosos;2021;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2020;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2019;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2018;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2017;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2016;..
Total generación;(07.2): Papel y Cartón;Peligrosos;2015;..
Total generación;(07.2): Papel y Cartón;Total;2021;3.916.373,20
Total generación;(07.2): Papel y Cartón;Total;2020;4.288.930,60
Total generación;(07.2): Papel y Cartón;Total;2019;4.212.931,80
Total generación;(07.2): Papel y Cartón;Total;2018;3.379.351,50
Total generación;(07.2): Papel y Cartón;Total;2017;3.624.723,70
Total generación;(07.2): Papel y Cartón;Total;2016;3.531.136,40
Total generación;(07.2): Papel y Cartón;Total;2015;3.487.726,50
Total generación;(07.4): Plásticos;No peligrosos;2021;953.813,70
Total generación;(07.4): Plásticos;No peligrosos;2020;876.807,00
Total generación;(07.4): Plásticos;No peligrosos;2019;933.274,00
Total generación;(07.4): Plásticos;No peligrosos;2018;815.281,80
Total generación;(07.4): Plásticos;No peligrosos;2017;758.447,40
Total generación;(07.4): Plásticos;No peligrosos;2016;731.063,90
Total generación;(07.4): Plásticos;No peligrosos;2015;669.243,30
Total generación;(07.4): Plásticos;Peligrosos;2021;..
Total generación;(07.4): Plásticos;Peligrosos;2020;..
Total generación;(07.4): Plásticos;Peligrosos;2019;..
Total generación;(07.4): Plásticos;Peligrosos;2018;..
Total generación;(07.4): Plásticos;Peligrosos;2017;..
Total generación;(07.4): Plásticos;Peligrosos;2016;..
Total generación;(07.4): Plásticos;Peligrosos;2015;..
Total generación;(07.4): Plásticos;Total;2021;953.813,70
Total generación;(07.4): Plásticos;Total;2020;876.807,00
Total generación;(07.4): Plásticos;Total;2019;933.274,00
Total generación;(07.4): Plásticos;Total;2018;815.281,80
Total generación;(07.4): Plásticos;Total;2017;758.447,40
Total generación;(07.4): Plásticos;Total;2016;731.063,90
Total generación;(07.4): Plásticos;Total;2015;669.243,30
Total generación;(07.5): Madera;No peligrosos;2021;1.061.014,20
Total generación;(07.5): Madera;No peligrosos;2020;993.368,20
Total generación;(07.5): Madera;No peligrosos;2019;1.087.794,60
Total generación;(07.5): Madera;No peligrosos;2018;1.114.862,60
Total generación;(07.5): Madera;No peligrosos;2017;1.172.234,30
Total generación;(07.5): Madera;No peligrosos;2016;1.068.115,80
Total generación;(07.5): Madera;No peligrosos;2015;1.151.494,30
Total generación;(07.5): Madera;Peligrosos;2021;784,8
Total generación;(07.5): Madera;Peligrosos;2020;882,5
Total generación;(07.5): Madera;Peligrosos;2019;944,2
Total generación;(07.5): Madera;Peligrosos;2018;999,4
Total generación;(07.5): Madera;Peligrosos;2017;1.085,00
Total generación;(07.5): Madera;Peligrosos;2016;1.505,00
Total generación;(07.5): Madera;Peligrosos;2015;1.484,30
Total generación;(07.5): Madera;Total;2021;1.061.799,00
Total generación;(07.5): Madera;Total;2020;994.250,70
Total generación;(07.5): Madera;Total;2019;1.088.738,80
Total generación;(07.5): Madera;Total;2018;1.115.862,00
Total generación;(07.5): Madera;Total;2017;1.173.319,30
Total generación;(07.5): Madera;Total;2016;1.069.620,80
Total generación;(07.5): Madera;Total;2015;1.152.978,60
Total generación;(08): Equipos desechados;No peligrosos;2021;338.371,60
Total generación;(08): Equipos desechados;No peligrosos;2020;274.615,90
Total generación;(08): Equipos desechados;No peligrosos;2019;213.541,30
Total generación;(08): Equipos desechados;No peligrosos;2018;305.691,20
Total generación;(08): Equipos desechados;No peligrosos;2017;248.839,20
Total generación;(08): Equipos desechados;No peligrosos;2016;253.491,60
Total generación;(08): Equipos desechados;No peligrosos;2015;154.724,40
Total generación;(08): Equipos desechados;Peligrosos;2021;1.335.371,10
Total generación;(08): Equipos desechados;Peligrosos;2020;1.202.321,70
Total generación;(08): Equipos desechados;Peligrosos;2019;1.261.979,00
Total generación;(08): Equipos desechados;Peligrosos;2018;1.177.282,60
Total generación;(08): Equipos desechados;Peligrosos;2017;966.862,40
Total generación;(08): Equipos desechados;Peligrosos;2016;950.438,20
Total generación;(08): Equipos desechados;Peligrosos;2015;1.085.191,70
Total generación;(08): Equipos desechados;Total;2021;1.673.742,70
Total generación;(08): Equipos desechados;Total;2020;1.476.937,70
Total generación;(08): Equipos desechados;Total;2019;1.475.520,30
Total generación;(08): Equipos desechados;Total;2018;1.482.973,80
Total generación;(08): Equipos desechados;Total;2017;1.215.701,60
Total generación;(08): Equipos desechados;Total;2016;1.203.929,80
Total generación;(08): Equipos desechados;Total;2015;1.239.916,10
Total generación;(09): Animales y vegetales;No peligrosos;2021;9.535.925,30
Total generación;(09): Animales y vegetales;No peligrosos;2020;9.102.612,90
Total generación;(09): Animales y vegetales;No peligrosos;2019;9.230.078,50
Total generación;(09): Animales y vegetales;No peligrosos;2018;9.291.741,30
Total generación;(09): Animales y vegetales;No peligrosos;2017;8.910.156,00
Total generación;(09): Animales y vegetales;No peligrosos;2016;9.374.467,10
Total generación;(09): Animales y vegetales;No peligrosos;2015;9.520.823,70
Total generación;(09): Animales y vegetales;Peligrosos;2021;..
Total generación;(09): Animales y vegetales;Peligrosos;2020;..
Total generación;(09): Animales y vegetales;Peligrosos;2019;..
Total generación;(09): Animales y vegetales;Peligrosos;2018;..
Total generación;(09): Animales y vegetales;Peligrosos;2017;..
Total generación;(09): Animales y vegetales;Peligrosos;2016;..
Total generación;(09): Animales y vegetales;Peligrosos;2015;..
Total generación;(09): Animales y vegetales;Total;2021;9.535.925,30
Total generación;(09): Animales y vegetales;Total;2020;9.102.612,90
Total generación;(09): Animales y vegetales;Total;2019;9.230.078,50
Total generación;(09): Animales y vegetales;Total;2018;9.291.741,30
Total generación;(09): Animales y vegetales;Total;2017;8.910.156,00
Total generación;(09): Animales y vegetales;Total;2016;9.374.467,10
Total generación;(09): Animales y vegetales;Total;2015;9.520.823,70
Total generación;(10): Residuos mezclados;No peligrosos;2021;39.894.952,80
Total generación;(10): Residuos mezclados;No peligrosos;2020;36.161.664,30
Total generación;(10): Residuos mezclados;No peligrosos;2019;37.440.699,80
Total generación;(10): Residuos mezclados;No peligrosos;2018;37.765.210,10
Total generación;(10): Residuos mezclados;No peligrosos;2017;35.811.667,90
Total generación;(10): Residuos mezclados;No peligrosos;2016;34.828.226,70
Total generación;(10): Residuos mezclados;No peligrosos;2015;34.552.571,90
Total generación;(10): Residuos mezclados;Peligrosos;2021;93.403,20
Total generación;(10): Residuos mezclados;Peligrosos;2020;89.354,50
Total generación;(10): Residuos mezclados;Peligrosos;2019;92.416,40
Total generación;(10): Residuos mezclados;Peligrosos;2018;83.974,70
Total generación;(10): Residuos mezclados;Peligrosos;2017;74.791,10
Total generación;(10): Residuos mezclados;Peligrosos;2016;78.367,70
Total generación;(10): Residuos mezclados;Peligrosos;2015;71.920,20
Total generación;(10): Residuos mezclados;Total;2021;39.988.356,00
Total generación;(10): Residuos mezclados;Total;2020;36.251.018,90
Total generación;(10): Residuos mezclados;Total;2019;37.533.116,20
Total generación;(10): Residuos mezclados;Total;2018;37.849.184,80
Total generación;(10): Residuos mezclados;Total;2017;35.886.459,00
Total generación;(10): Residuos mezclados;Total;2016;34.906.594,40
Total generación;(10): Residuos mezclados;Total;2015;34.624.492,10
Total generación;(11): Lodos comunes;No peligrosos;2021;883.633,50
Total generación;(11): Lodos comunes;No peligrosos;2020;878.638,70
Total generación;(11): Lodos comunes;No peligrosos;2019;1.337.271,10
Total generación;(11): Lodos comunes;No peligrosos;2018;1.603.260,90
Total generación;(11): Lodos comunes;No peligrosos;2017;1.579.420,80
Total generación;(11): Lodos comunes;No peligrosos;2016;1.458.164,70
Total generación;(11): Lodos comunes;No peligrosos;2015;1.473.412,90
Total generación;(11): Lodos comunes;Peligrosos;2021;..
Total generación;(11): Lodos comunes;Peligrosos;2020;..
Total generación;(11): Lodos comunes;Peligrosos;2019;..
Total generación;(11): Lodos comunes;Peligrosos;2018;..
Total generación;(11): Lodos comunes;Peligrosos;2017;..
Total generación;(11): Lodos comunes;Peligrosos;2016;..
Total generación;(11): Lodos comunes;Peligrosos;2015;..
Total generación;(11): Lodos comunes;Total;2021;883.633,50
Total generación;(11): Lodos comunes;Total;2020;878.638,70
Total generación;(11): Lodos comunes;Total;2019;1.337.271,10
Total generación;(11): Lodos comunes;Total;2018;1.603.260,90
Total generación;(11): Lodos comunes;Total;2017;1.579.420,80
Total generación;(11): Lodos comunes;Total;2016;1.458.164,70
Total generación;(11): Lodos comunes;Total;2015;1.473.412,90
Total generación;(12-13): Minerales;No peligrosos;2021;46.386.426,70
Total generación;(12-13): Minerales;No peligrosos;2020;41.301.229,80
Total generación;(12-13): Minerales;No peligrosos;2019;66.493.813,00
Total generación;(12-13): Minerales;No peligrosos;2018;71.756.887,60
Total generación;(12-13): Minerales;No peligrosos;2017;68.432.751,60
Total generación;(12-13): Minerales;No peligrosos;2016;66.424.651,40
Total generación;(12-13): Minerales;No peligrosos;2015;65.564.059,20
Total generación;(12-13): Minerales;Peligrosos;2021;677.496,40
Total generación;(12-13): Minerales;Peligrosos;2020;485.172,10
Total generación;(12-13): Minerales;Peligrosos;2019;546.385,10
Total generación;(12-13): Minerales;Peligrosos;2018;584.435,30
Total generación;(12-13): Minerales;Peligrosos;2017;646.979,80
Total generación;(12-13): Minerales;Peligrosos;2016;608.300,90
Total generación;(12-13): Minerales;Peligrosos;2015;643.273,60
Total generación;(12-13): Minerales;Total;2021;47.063.923,10
Total generación;(12-13): Minerales;Total;2020;41.786.401,90
Total generación;(12-13): Minerales;Total;2019;67.040.198,10
Total generación;(12-13): Minerales;Total;2018;72.341.322,90
Total generación;(12-13): Minerales;Total;2017;69.079.731,40
Total generación;(12-13): Minerales;Total;2016;67.032.952,30
Total generación;(12-13): Minerales;Total;2015;66.207.332,80
Total generación;Resto: Otros;No peligrosos;2021;464.947,00
Total generación;Resto: Otros;No peligrosos;2020;458.802,40
Total generación;Resto: Otros;No peligrosos;2019;475.981,00
Total generación;Resto: Otros;No peligrosos;2018;437.339,80
Total generación;Resto: Otros;No peligrosos;2017;456.139,90
Total generación;Resto: Otros;No peligrosos;2016;482.380,20
Total generación;Resto: Otros;No peligrosos;2015;479.644,10
Total generación;Resto: Otros;Peligrosos;2021;26.544,00
Total generación;Resto: Otros;Peligrosos;2020;37.771,20
Total generación;Resto: Otros;Peligrosos;2019;32.274,90
Total generación;Resto: Otros;Peligrosos;2018;33.878,80
Total generación;Resto: Otros;Peligrosos;2017;33.283,30
Total generación;Resto: Otros;Peligrosos;2016;70.571,80
Total generación;Resto: Otros;Peligrosos;2015;67.680,20
